id;nome;esfera;categoria;uf;criado_em;Ano do ato legal mais recente;Ato Legal de Criação;municipios;area;amazonia;caatinga;cerrado;mata;pampa;pantanal;mar;bioma;grupo;latitude;longitude
0000.31.4712;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PODESTRELA;Estadual;Reserva Particular do Patrimônio Natural;MG;2022;2022;Portaria 76 de 20/10/2022;PEDRA DO ANTA (MG);23.0;0;0;0;23;0;0;0;Mata Atlântica;Uso Sustentável;-20.5968;-42.7123
0000.31.4716;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SENHORA DO PORTO;Estadual;Reserva Particular do Patrimônio Natural;MG;2023;2023;Portaria 47 de 07/07/2023;DORES DE GUANHÃES (MG);69.0;0;0;0;69;0;0;0;Mata Atlântica;Uso Sustentável;-19.0516;-42.9254
0000.31.4720;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL HORTO ALEGRIA III;Estadual;Reserva Particular do Patrimônio Natural;MG;2022;2022;Portaria 41 de 19/05/2022;MARIANA (MG);84.0;0;0;0;84;0;0;0;Mata Atlântica;Uso Sustentável;-20.3765;-43.414
0000.31.4721;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOUTOR BENEDICTO JÚLIO VALLADARES;Estadual;Reserva Particular do Patrimônio Natural;MG;2021;2021;Portaria 13 de 05/03/2021;JEQUITINHONHA (MG);1088.0;0;0;0;1088;0;0;0;Mata Atlântica;Uso Sustentável;-16.4375;-41.0117
0000.31.4722;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DA SERRA DA PIEDADE;Estadual;Reserva Particular do Patrimônio Natural;MG;2021;2021;Portaria 31 de 01/06/2021;CAETÉ (MG);72.0;0;0;0;72;0;0;0;Mata Atlântica;Uso Sustentável;-19.8826;-43.6704
0000.31.4723;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA MONSENHOR DOMINGOS EVANGELISTA;Estadual;Reserva Particular do Patrimônio Natural;MG;2021;2021;Portaria 32 de 01/06/2021;CAETÉ (MG);59.0;0;0;0;59;0;0;0;Mata Atlântica;Uso Sustentável;-19.8826;-43.6704
0000.31.4724;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÃO PEDRO DO CAMPO BELO;Estadual;Reserva Particular do Patrimônio Natural;MG;2021;2021;Portaria 60 de 23/09/2021;RIO NOVO (MG);5.0;0;0;0;5;0;0;0;Mata Atlântica;Uso Sustentável;-21.4649;-43.1168
0000.31.4725;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL UNIDADE AVANÇADA DE MEIO AMBIENTE SÍTIO CÓRREGO SECO;Estadual;Reserva Particular do Patrimônio Natural;MG;2021;2021;Portaria 55 de 31/08/2021;SÃO JOÃO DEL REI (MG);13.0;0;0;0;13;0;0;0;Mata Atlântica;Uso Sustentável;-21.1311;-44.2526
0000.31.4727;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALTO ALEGRE;Estadual;Reserva Particular do Patrimônio Natural;MG;2019;2019;Portaria 114 de 16/09/2019;JACUTINGA (MG);26.0;0;0;0;26;0;0;0;Mata Atlântica;Uso Sustentável;-22.286;-46.6166
0000.31.4730;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA DO FACÃO;Estadual;Reserva Particular do Patrimônio Natural;MG;2019;2019;Portaria 172 de 23/12/2019;PARÁ DE MINAS (MG);28.0;0;0;0;28;0;0;0;Mata Atlântica;Uso Sustentável;-19.8534;-44.6114
0000.31.4733;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TABAROA;Estadual;Reserva Particular do Patrimônio Natural;MG;2018;2018;Portaria 48 de 01/08/2018;PRADOS (MG);23.0;0;0;0;23;0;0;0;Mata Atlântica;Uso Sustentável;-21.0597;-44.0778
0000.31.4735;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIGAIA AMBIENTAL;Estadual;Reserva Particular do Patrimônio Natural;MG;2019;2019;Portaria 66 de 28/06/2019;PRADOS (MG);44.0;0;0;0;44;0;0;0;Mata Atlântica;Uso Sustentável;-21.0597;-44.0778
0000.31.4746;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PALMEIRAS;Estadual;Reserva Particular do Patrimônio Natural;MG;2021;2021;Portaria 57 de 09/09/2021;SÃO JOÃO NEPOMUCENO (MG);55.0;0;0;0;55;0;0;0;Mata Atlântica;Uso Sustentável;-21.5381;-43.0069
0000.31.4748;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE VERDE;Estadual;Reserva Particular do Patrimônio Natural;MG;2012;2012;Portaria 10 de 04/01/2012;OURO PRETO (MG);26.0;0;0;0;26;0;0;0;Mata Atlântica;Uso Sustentável;-20.3796;-43.512
0000.31.4765;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VIVERT RESERVA DA MATA;Estadual;Reserva Particular do Patrimônio Natural;MG;2020;2020;Portaria 27 de 12/02/2020;BOM SUCESSO (MG);38.0;0;0;0;38;0;0;0;Mata Atlântica;Uso Sustentável;-21.0329;-44.7537
0000.31.4774;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHAPADÃO DA SERRA NEGRA;Estadual;Reserva Particular do Patrimônio Natural;MG;2019;2019;Portaria 169 de 16/12/2019;SANTA BÁRBARA DO MONTE VERDE (MG);20.0;0;0;0;20;0;0;0;Mata Atlântica;Uso Sustentável;-21.9592;-43.7027
0000.31.4792;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PICO DOS TRÊS ESTADOS;Estadual;Reserva Particular do Patrimônio Natural;MG;2024;2024;Portaria 18 de 04/04/2024;ITANHANDU (MG);581.0;0;0;0;581;0;0;0;Mata Atlântica;Uso Sustentável;-22.2942;-44.9382
0000.31.4798;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PEDRA BRANCA;Estadual;Reserva Particular do Patrimônio Natural;MG;2009;2009;Portaria 186 de 29/09/2009;ITANHANDU (MG);259.0;0;0;0;259;0;0;0;Mata Atlântica;Uso Sustentável;-22.2942;-44.9382
0000.33.3548;MONUMENTO NATURAL ESTADUAL SERRA DOS MASCATES;Estadual;Monumento Natural;RJ;2017;2017;Decreto Estadual nº 45.988 de 28/04/2017;VALENÇA (RJ);675.0;0;0;0;675;0;0;0;Mata Atlântica;Proteção Integral;-22.2445;-43.7129
0000.35.1672;ESTAÇÃO ECOLÓGICA DO BARREIRO RICO;Estadual;Estação Ecológica;SP;2006;2006;Decreto 51.381 de 19/12/2006;ANHEMBI (SP);297.0;0;0;0;297;0;0;0;Mata Atlântica;Proteção Integral;-22.793;-48.1336
0000.35.2589;RESERVA BIOLÓGICA DE ANDRADINA;Estadual;Reserva Biológica;SP;1985;1985;Decreto legislativo 4920 de 17/12/1985;ANDRADINA (SP);3.0;0;0;0;3;0;0;0;Mata Atlântica;Proteção Integral;-20.8948;-51.3786
0000.35.3650;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GUAINUMBI;Estadual;Reserva Particular do Patrimônio Natural;SP;2015;2015;Resolução RESOLUÇÃO SMA Nº 79 de 03/11/2015;SÃO LUIZ DO PARAITINGA (SP);46.0;0;0;0;46;0;0;0;Mata Atlântica;Uso Sustentável;-23.222;-45.3109
0000.35.4131;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JAGUARETÊ;Estadual;Reserva Particular do Patrimônio Natural;SP;2020;2020;Resolução 15 de 28/02/2020;BANANAL (SP);6.0;0;0;0;6;0;0;0;Mata Atlântica;Uso Sustentável;-22.6819;-44.3281
0000.35.4216;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA DA LUISA;Estadual;Reserva Particular do Patrimônio Natural;SP;2020;2020;Resolução 13 de 28/02/2020;BANANAL (SP);18.0;0;0;0;18;0;0;0;Mata Atlântica;Uso Sustentável;-22.6819;-44.3281
0000.35.4217;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLHO D'ÁGUA;Estadual;Reserva Particular do Patrimônio Natural;SP;2020;2020;Resolução 14 de 28/02/2020;BANANAL (SP);20.0;0;0;0;20;0;0;0;Mata Atlântica;Uso Sustentável;-22.6819;-44.3281
0000.35.4233;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE DO ZIZO;Estadual;Reserva Particular do Patrimônio Natural;SP;2013;2013;Resolução 46 de 05/06/2013;TAPIRAÍ (SP);9.0;0;0;0;9;0;0;0;Mata Atlântica;Uso Sustentável;-23.9612;-47.5062
0000.35.4297;MONUMENTO NATURAL ESTADUAL MANTIQUEIRA PAULISTA;Estadual;Monumento Natural;SP;2021;2021;Decreto 65457 de 05/01/2021;CRUZEIRO (SP) - PIQUETE (SP);10372.0;0;0;0;10372;0;0;0;Mata Atlântica;Proteção Integral;-22.58985;-45.07795
0000.35.4323;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA MATA NATIVA;Estadual;Reserva Particular do Patrimônio Natural;SP;2021;2021;Resolução 116 de 22/10/2021;IGUAPE (SP);292.0;0;0;0;292;0;0;0;Mata Atlântica;Uso Sustentável;-24.699;-47.5537
0000.35.4336;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARAÍSO;Estadual;Reserva Particular do Patrimônio Natural;SP;2021;2021;Resolução 12 de 10/02/2021;SANTO ANTÔNIO DO JARDIM (SP) - SÃO JOÃO DA BOA VISTA (SP);429.0;0;0;0;429;0;0;0;Mata Atlântica;Uso Sustentável;-22.041400000000003;-46.739450000000005
0000.35.4363;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO ROQUE;Estadual;Reserva Particular do Patrimônio Natural;SP;2022;2022;Resolução 025 de 28/03/2022;PIRASSUNUNGA (SP);7.0;0;0;0;7;0;0;0;Mata Atlântica;Uso Sustentável;-21.996;-47.4257
0000.35.4400;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TRILHAS DO CERRADO;Estadual;Reserva Particular do Patrimônio Natural;SP;2022;2022;Resolução 52 de 09/06/2022;MONTE ALTO (SP);5.0;0;0;0;5;0;0;0;Mata Atlântica;Uso Sustentável;-21.2655;-48.4971
0000.35.4616;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANDEIA;Estadual;Reserva Particular do Patrimônio Natural;SP;2023;2023;Resolução 13 de 27/04/2023;BANANAL (SP);43.0;0;0;0;43;0;0;0;Mata Atlântica;Uso Sustentável;-22.6819;-44.3281
0000.35.4709;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA VIRGEM;Estadual;Reserva Particular do Patrimônio Natural;SP;2022;2022;Resolução 097 de 25/10/2022;SÃO PAULO (SP);1.0;0;0;0;1;0;0;0;Mata Atlântica;Uso Sustentável;-23.5329;-46.6395
0000.35.4848;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NARDINI SEMPRE VERDE;Estadual;Reserva Particular do Patrimônio Natural;SP;2024;2024;Resolução 24 de 09/03/2024;MONTE ALTO (SP);14.0;0;0;0;14;0;0;0;Mata Atlântica;Uso Sustentável;-21.2655;-48.4971
0000.35.4849;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VIDA EM ABUNDÂNCIA;Estadual;Reserva Particular do Patrimônio Natural;SP;2024;2024;Resolução 043 de 21/04/2024;SÃO BENTO DO SAPUCAÍ (SP);2.0;0;0;0;2;0;0;0;Mata Atlântica;Uso Sustentável;-22.6837;-45.7287
0000.35.4850;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TRANSBAÚ I;Estadual;Reserva Particular do Patrimônio Natural;SP;2024;2024;Resolução 042 de 21/04/2024;SÃO BENTO DO SAPUCAÍ (SP);2.0;0;0;0;2;0;0;0;Mata Atlântica;Uso Sustentável;-22.6837;-45.7287
0000.35.4852;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA MURIQUI;Estadual;Reserva Particular do Patrimônio Natural;SP;2024;2024;Resolução 01 de 02/01/2024;TAPIRAÍ (SP);15.0;0;0;0;15;0;0;0;Mata Atlântica;Uso Sustentável;-23.9612;-47.5062
0000.35.5015;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO PINHAL - GLEBA 2;Estadual;Reserva Particular do Patrimônio Natural;SP;2024;2024;Resolução 066 de 05/08/2024;PIRACAIA (SP);1.0;0;0;0;1;0;0;0;Mata Atlântica;Uso Sustentável;-23.0525;-46.3594
0000.41.0517;FLORESTA ESTADUAL CÓRREGO DA BIQUINHA;Estadual;Floresta;PR;1994;1994;Decreto 4.265 de 21/11/1994;TIBAGI (PR);37.0;0;0;0;37;0;0;0;Mata Atlântica;Uso Sustentável;-24.5153;-50.4176
0000.41.4987;ESTAÇÃO ECOLÓGICA RIO DAS POMBAS;Estadual;Estação Ecológica;PR;2024;2024;Decreto 6.327 de 25/06/2024;MATINHOS (PR) - PARANAGUÁ (PR) - PONTAL DO PARANÁ (PR);855.0;0;0;0;855;0;0;0;Mata Atlântica;Proteção Integral;-25.6711;-48.52753333333334
0000.42.3951;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL JOÃO HEYSE SOBRINHO;Estadual;Reserva Particular do Patrimônio Natural;SC;2018;2018;Portaria 167-2018 de 23/07/2018;MAFRA (SC);6.0;0;0;0;6;0;0;0;Mata Atlântica;Uso Sustentável;-26.1159;-49.8086
0000.42.3953;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL AROEIRA VERMELHA;Estadual;Reserva Particular do Patrimônio Natural;SC;2019;2019;Portaria 52/2019 de 25/02/2019;ITAJAÍ (SC);15.0;0;0;0;15;0;0;0;Mata Atlântica;Uso Sustentável;-26.9101;-48.6705
0000.42.3955;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL RIO DOS PARDOS;Estadual;Reserva Particular do Patrimônio Natural;SC;2015;2015;Portaria 232/2015 de 19/08/2015;PORTO UNIÃO (SC);18.0;0;0;0;18;0;0;0;Mata Atlântica;Uso Sustentável;-26.2451;-51.0759
0000.42.3956;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL RIO BONITO;Estadual;Reserva Particular do Patrimônio Natural;SC;2015;2015;Portaria 326/2015 de 30/11/2015;PORTO UNIÃO (SC);12.0;0;0;0;12;0;0;0;Mata Atlântica;Uso Sustentável;-26.2451;-51.0759
0000.42.4148;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL NATUREZA VIVA BRF;Estadual;Reserva Particular do Patrimônio Natural;SC;2020;2020;Portaria 196/2020 de 13/11/2020;VIDEIRA (SC);17.0;0;0;0;17;0;0;0;Mata Atlântica;Uso Sustentável;-27.0086;-51.1543
0000.42.4344;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL FRIOESTE;Estadual;Reserva Particular do Patrimônio Natural;SC;2021;2021;Portaria Portaria 192/2021 IMA/SC de 07/10/2021;BANDEIRANTE (SC);18.0;0;0;0;18;0;0;0;Mata Atlântica;Uso Sustentável;-26.7705;-53.6413
0000.42.4359;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL PALEOTOCA SERRA LAURENTINO;Estadual;Reserva Particular do Patrimônio Natural;SC;2022;2022;Portaria 88 de 06/05/2022;LAURENTINO (SC);2.0;0;0;0;2;0;0;0;Mata Atlântica;Uso Sustentável;-27.2173;-49.7331
0000.42.4360;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL PICO DA BANDEIRA;Estadual;Reserva Particular do Patrimônio Natural;SC;2022;2022;Portaria 103 de 25/05/2022;RIO DO SUL (SC);15.0;0;0;0;15;0;0;0;Mata Atlântica;Uso Sustentável;-27.2156;-49.643
0000.42.4361;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL PARQUE DAS BORBOLETAS;Estadual;Reserva Particular do Patrimônio Natural;SC;2022;2022;Portaria 104 de 25/05/2022;RIO DO SUL (SC);8.0;0;0;0;8;0;0;0;Mata Atlântica;Uso Sustentável;-27.2156;-49.643
0000.42.4578;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL DONA AUGUSTA;Estadual;Reserva Particular do Patrimônio Natural;SC;2022;2022;Portaria 158/2022 de 21/07/2022;JOINVILLE (SC);15.0;0;0;0;15;0;0;0;Mata Atlântica;Uso Sustentável;-26.3045;-48.8487
0000.42.4579;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL ITUTUPÃ;Estadual;Reserva Particular do Patrimônio Natural;SC;2022;2022;Portaria 192/2022 de 01/09/2022;ANITÁPOLIS (SC);8.0;0;0;0;8;0;0;0;Mata Atlântica;Uso Sustentável;-27.9012;-49.1316
0000.42.4642;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL DONA BLANKA;Estadual;Reserva Particular do Patrimônio Natural;SC;2023;2023;Portaria 150 de 13/06/2023;BALNEÁRIO CAMBORIÚ (SC);2.0;0;0;0;2;0;0;0;Mata Atlântica;Uso Sustentável;-26.9926;-48.6352
0000.42.4897;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL DO SISSIAL;Estadual;Reserva Particular do Patrimônio Natural;SC;2024;2024;Portaria 096 de 24/04/2024;GOVERNADOR CELSO RAMOS (SC);28.0;0;0;0;28;0;0;0;Mata Atlântica;Uso Sustentável;-27.3172;-48.5576
0000.42.4898;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL CANELA PRETA;Estadual;Reserva Particular do Patrimônio Natural;SC;2024;2024;Portaria 159 de 29/05/2024;RIO DO SUL (SC);3.0;0;0;0;3;0;0;0;Mata Atlântica;Uso Sustentável;-27.2156;-49.643
0000.42.4899;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL MIRANTE DA AGRONÔMICA;Estadual;Reserva Particular do Patrimônio Natural;SC;2024;2024;Portaria 161 de 29/08/2024;AGRONÔMICA (SC);5.0;0;0;0;5;0;0;0;Mata Atlântica;Uso Sustentável;-27.2662;-49.708
0000.42.4900;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL HERMÍNIO GIRARDI;Estadual;Reserva Particular do Patrimônio Natural;SC;2024;2024;Portaria 162 de 29/08/2024;LAURENTINO (SC);9.0;0;0;0;9;0;0;0;Mata Atlântica;Uso Sustentável;-27.2173;-49.7331
0000.42.4996;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL COSTA ESMERALDA;Estadual;Reserva Particular do Patrimônio Natural;SC;2024;2024;Portaria 235/2024 de 19/12/2024;PORTO BELO (SC);3.0;0;0;0;3;0;0;0;Mata Atlântica;Uso Sustentável;-27.1586;-48.5469
0000.43.4697;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL PASSO DO BURACO;Estadual;Reserva Particular do Patrimônio Natural;RS;2023;2023;Lei ordinária 15.997 de 31/08/2023;VACARIA (RS);0.0;0;0;0;0;0;0;0;Mata Atlântica;Uso Sustentável;-28.5079;-50.9418
0000.50.4036;RESERVA PARTICULAR DO PATRIMONIO NATURAL ERNESTO VARGAS BATISTA;Estadual;Reserva Particular do Patrimônio Natural;MS;2019;2019;Resolução 670 de 11/01/2019;ELDORADO (MS);14.0;0;0;0;14;0;0;0;Mata Atlântica;Uso Sustentável;-23.7868;-54.2838
0020.32.2878;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LAERTH PAIVA GAMA;Municipal;Área de Relevante Interesse Ecológico;ES;2005;2005;Lei ordinária 2.693/2005 de 28/12/2005;ALEGRE (ES);28.0;0;0;0;28;0;0;0;Mata Atlântica;Uso Sustentável;-20.758;-41.5382
0025.33.1850;RESERVA BIOLÓGICA DO BREJO JARDIM E ORQUÍDEAS;Municipal;Reserva Biológica;RJ;2023;2023;Decreto 3910 de 23/03/2023;ARRAIAL DO CABO (RJ);137.0;0;0;0;137;0;0;0;Mata Atlântica;Proteção Integral;-22.9774;-42.0267
0040.33.4334;ÁREA DE PROTEÇÃO AMBIENTAL LESTE;Municipal;Área de Proteção Ambiental;RJ;2020;2020;Decreto 10023 de 24/11/2020;BARRA MANSA (RJ);666.0;0;0;0;666;0;0;0;Mata Atlântica;Uso Sustentável;-22.5481;-44.1752
0080.33.2824;MONUMENTO NATURAL MUNICIPAL DA SERRA DO SOARINHO;Municipal;Monumento Natural;RJ;2012;2012;Decreto 2888 de 10/05/2012;CACHOEIRAS DE MACACU (RJ);3515.0;0;0;0;3515;0;0;0;Mata Atlântica;Proteção Integral;-22.4658;-42.6523
0100.33.4999;ÁREA DE PROTEÇÃO AMBIENTAL - APA DA BACIA HIDROGRÁFICA DO RIO JAPUÍBA;Municipal;Área de Proteção Ambiental;RJ;2007;2007;Lei ordinária Edição 115 - 5º CADERNO - BO de 20/12/2007;ANGRA DOS REIS (RJ);2597.0;0;0;0;2597;0;0;0;Mata Atlântica;Uso Sustentável;-23.0011;-44.3196
0102.32.4619;MONA MUNICIPAL PEDRA DOS TRÊS PONTÕES;Municipal;Monumento Natural;ES;2015;2015;Decreto 180/2015 de 21/05/2015;AFONSO CLÁUDIO (ES);329.0;0;0;0;329;0;0;0;Mata Atlântica;Proteção Integral;-20.0778;-41.1261
0115.32.4119;PARQUE NATURAL MUNICIPAL BERRA ONÇA;Municipal;Parque;ES;2019;2019;Lei ordinária 805/2019 de 07/05/2019;BREJETUBA (ES);106.0;0;0;0;106;0;0;0;Mata Atlântica;Proteção Integral;-20.1395;-41.2954
0120.24.4075;PARQUE NATURAL MUNICIPAL JOSÉ MULATO;Municipal;Parque;RN;2017;2021;Decreto N° 664/2021 (REPUBLICADO POR INCORREÇÃO) de 29/06/2017;ARÊS (RN);82.0;0;0;0;82;0;0;0;Mata Atlântica;Proteção Integral;-6.18831;-35.1608
0120.33.3752;PARQUE NATURAL MUNICIPAL DO LIVRAMENTO;Municipal;Parque;RJ;2018;2018;Decreto 5187 de 27/06/2018;CARMO (RJ);227.0;0;0;0;227;0;0;0;Mata Atlântica;Proteção Integral;-21.931;-42.6046
0225.33.4689;PARQUE NATURAL MUNICIPAL JOSÉ FRANKLIN DOS SANTOS VAZ;Municipal;Parque;RJ;2020;2020;Lei orgânica 1078 de 03/12/2020;AREAL (RJ);4.0;0;0;0;4;0;0;0;Mata Atlântica;Proteção Integral;-22.2283;-43.1118
0308.35.4799;PARQUE NATURAL MUNICIPAL CABECEIRAS DO ARICANDUVA;Municipal;Parque;SP;2023;2023;Decreto 62581 de 25/07/2023;SÃO PAULO (SP);227.0;0;0;0;227;0;0;0;Mata Atlântica;Proteção Integral;-23.5329;-46.6395
0310.33.2943;MONUMENTO NATURAL DA ÁGUA SANTA;Municipal;Monumento Natural;RJ;2013;2013;Decreto 037 de 03/06/2013;NATIVIDADE (RJ);1171.0;0;0;0;1171;0;0;0;Mata Atlântica;Proteção Integral;-21.039;-41.9697
0400.50.4247;PARQUE NATURAL MUNICIPAL DE GLÓRIA DE DOURADOS;Municipal;Parque;MS;2019;2019;Decreto 18/2019 de 27/03/2019;GLÓRIA DE DOURADOS (MS);20.0;0;0;0;20;0;0;0;Mata Atlântica;Proteção Integral;-22.4136;-54.2335
0440.43.4293;ÁREA DE PROTEÇÃO AMBIENTAL CORREDORES DE BIODIVERSIDADE DE CANELA;Municipal;Área de Proteção Ambiental;RS;2021;2021;Decreto 9207 de 14/09/2021;CANELA (RS);2690.0;0;0;0;2690;0;0;0;Mata Atlântica;Uso Sustentável;-29.356;-50.8119
0455.33.4350;REFÚGIO DE VIDA SILVESTRE DOS CAMPOS DE SERNAMBETIBA;Municipal;Refúgio de Vida Silvestre;RJ;2022;2022;Decreto 50.413 de 18/03/2022;RIO DE JANEIRO (RJ);557.0;0;0;0;557;0;0;0;Mata Atlântica;Proteção Integral;-22.9129;-43.2003
0455.33.4378;ÁREA DE PROTEÇÃO AMBIENTAL DAS SERRAS DE INHOAÍBA, CANTAGALO E SANTA EUGÊNIA;Municipal;Área de Proteção Ambiental;RJ;2022;2022;Decreto 50.894 de 31/05/2022;RIO DE JANEIRO (RJ);2228.0;0;0;0;2228;0;0;0;Mata Atlântica;Uso Sustentável;-22.9129;-43.2003
0455.33.4379;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO FLORESTA DA POSSE;Municipal;Área de Relevante Interesse Ecológico;RJ;2022;2022;Decreto 50.962 de 08/06/2022;RIO DE JANEIRO (RJ);172.0;0;0;0;172;0;0;0;Mata Atlântica;Uso Sustentável;-22.9129;-43.2003
0470.33.3806;MONUMENTO NATURAL MUNICIPAL DA SERRA DA PRATA;Municipal;Monumento Natural;RJ;2018;2018;Decreto 091 de 24/08/2018;SANTO ANTÔNIO DE PÁDUA (RJ);409.0;0;0;0;409;0;0;0;Mata Atlântica;Proteção Integral;-21.541;-42.1832
0500.33.4253;REFÚGIO DE VIDA SILVESTRE DA LAGOA DO TAÍ;Municipal;Refúgio de Vida Silvestre;RJ;2021;2021;Decreto 106 de 06/08/2021;SÃO JOÃO DA BARRA (RJ);1461.0;0;0;0;1461;0;0;0;Mata Atlântica;Proteção Integral;-21.638;-41.0446
0500.33.4320;ÁREA DE PROTEÇÃO AMBIENTAL DO SALGADO;Municipal;Área de Proteção Ambiental;RJ;2021;2021;Decreto 248 de 30/12/2021;SÃO JOÃO DA BARRA (RJ);910.0;0;0;0;910;0;0;0;Mata Atlântica;Uso Sustentável;-21.638;-41.0446
0520.32.2915;MONUMENTO NATURAL MUNICIPAL MORRO DO PENEDO;Municipal;Monumento Natural;ES;2007;2007;Decreto 071 de 05/06/2007;VILA VELHA (ES);19.0;0;0;0;19;0;0;0;Mata Atlântica;Proteção Integral;-20.3417;-40.2875
0605.28.4948;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DOS MANGUEZAIS;Municipal;Área de Relevante Interesse Ecológico;SE;2021;2021;Decreto 677 de 04/06/2021;BARRA DOS COQUEIROS (SE);1660.0;0;0;0;1660;0;0;0;Mata Atlântica;Uso Sustentável;-10.8996;-37.0323
0605.33.4667;REFÚGIO DE VIDA SILVESTRE PREFEITO JORGE ASSIS DE OLIVEIRA (MATA DOS MACACOS);Municipal;Refúgio de Vida Silvestre;RJ;2017;2017;Lei ordinária Lei N.° 1.299/2017 de 16/10/2017;BOM JESUS DO ITABAPOANA (RJ);69.0;0;0;0;69;0;0;0;Mata Atlântica;Proteção Integral;-21.1449;-41.6822
0605.33.4822;MONUMENTO NATURAL MUNICIPAL DAS CACHOEIRAS E CORREDEIRAS DO RIO ITABAPOANA;Municipal;Monumento Natural;RJ;2022;2022;Lei ordinária Lei Nº 1.514, de 04 de janeiro de 2022 de 04/01/2022;BOM JESUS DO ITABAPOANA (RJ);768.0;0;0;0;768;0;0;0;Mata Atlântica;Proteção Integral;-21.1449;-41.6822
0606.35.4663;ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA;Municipal;Área de Proteção Ambiental;SP;2023;2023;Lei ordinária 5.933 de 08/11/2023;PORTO FELIZ (SP);13296.0;0;0;0;13296;0;0;0;Mata Atlântica;Uso Sustentável;-23.2093;-47.5251
0606.35.4895;ÁREA DE PROTEÇÃO AMBIENTAL DO ENGENHO D’AGUA;Municipal;Área de Proteção Ambiental;SP;2023;2023;Lei ordinária LEI Nº 5.933 DE 08 DE NOVEMBRO DE 2023. de 08/11/2023;PORTO FELIZ (SP);3090.0;0;0;0;3090;0;0;0;Mata Atlântica;Uso Sustentável;-23.2093;-47.5251
0607.32.3065;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MUNICIPAL AROEIRAS DO RIACHO;Municipal;Área de Relevante Interesse Ecológico;ES;2018;2018;Decreto 34.246 de 12/06/2018;ARACRUZ (ES);151.0;0;0;0;151;0;0;0;Mata Atlântica;Uso Sustentável;-19.82;-40.2764
